Date,VIX,SP500,TNX,GOLD,OIL
2019-01-02,23.219999313354492,2510.030029296875,2.6610000133514404,1281.0,46.540000915527344
2019-01-03,25.450000762939453,2447.889892578125,2.553999900817871,1291.800048828125,47.09000015258789
2019-01-04,21.3799991607666,2531.93994140625,2.6589999198913574,1282.699951171875,47.959999084472656
2019-01-07,21.399999618530273,2549.68994140625,2.681999921798706,1286.800048828125,48.52000045776367
2019-01-08,20.469999313354492,2574.409912109375,2.7160000801086426,1283.199951171875,49.779998779296875
2019-01-09,19.979999542236328,2584.9599609375,2.7279999256134033,1289.300048828125,52.36000061035156
2019-01-10,19.5,2596.639892578125,2.7309999465942383,1284.699951171875,52.59000015258789
2019-01-11,18.190000534057617,2596.260009765625,2.7009999752044678,1287.0999755859375,51.59000015258789
2019-01-14,19.06999969482422,2582.610107421875,2.7100000381469727,1289.0999755859375,50.5099983215332
2019-01-15,18.600000381469727,2610.300048828125,2.7109999656677246,1286.199951171875,52.11000061035156
2019-01-16,19.040000915527344,2616.10009765625,2.7309999465942383,1291.5999755859375,52.310001373291016
2019-01-17,18.059999465942383,2635.9599609375,2.749000072479248,1291.0,52.06999969482422
2019-01-18,17.799999237060547,2670.7099609375,2.7839999198913574,1281.300048828125,53.79999923706055
2019-01-22,20.799999237060547,2632.89990234375,2.7300000190734863,1282.5,52.56999969482422
2019-01-23,19.520000457763672,2638.699951171875,2.755000114440918,1283.0999755859375,52.619998931884766
2019-01-24,18.889999389648438,2642.330078125,2.7119998931884766,1279.0999755859375,53.130001068115234
2019-01-25,17.420000076293945,2664.760009765625,2.753000020980835,1297.4000244140625,53.689998626708984
2019-01-28,18.8700008392334,2643.85009765625,2.74399995803833,1302.4000244140625,51.9900016784668
2019-01-29,19.1299991607666,2640.0,2.7119998931884766,1308.199951171875,53.310001373291016
2019-01-30,17.65999984741211,2681.050048828125,2.694999933242798,1309.9000244140625,54.22999954223633
2019-01-31,16.56999969482422,2704.10009765625,2.634999990463257,1319.699951171875,53.790000915527344
2019-02-01,16.139999389648438,2706.530029296875,2.690999984741211,1316.9000244140625,55.2599983215332
2019-02-04,15.729999542236328,2724.8701171875,2.7239999771118164,1314.300048828125,54.560001373291016
2019-02-05,15.569999694824219,2737.699951171875,2.7019999027252197,1314.199951171875,53.65999984741211
2019-02-06,15.380000114440918,2731.610107421875,2.7019999027252197,1309.5,54.0099983215332
2019-02-07,16.3700008392334,2706.050048828125,2.6519999504089355,1309.4000244140625,52.63999938964844
2019-02-08,15.720000267028809,2707.8798828125,2.631999969482422,1313.699951171875,52.720001220703125
2019-02-11,15.970000267028809,2709.800048828125,2.6610000133514404,1307.0,52.40999984741211
2019-02-12,15.430000305175781,2744.72998046875,2.684000015258789,1309.199951171875,53.099998474121094
2019-02-13,15.649999618530273,2753.030029296875,2.7079999446868896,1310.800048828125,53.900001525878906
2019-02-14,16.219999313354492,2745.72998046875,2.6570000648498535,1309.800048828125,54.40999984741211
2019-02-15,14.90999984741211,2775.60009765625,2.6659998893737793,1318.0999755859375,55.59000015258789
2019-02-19,14.880000114440918,2779.760009765625,2.6470000743865967,1340.0999755859375,56.09000015258789
2019-02-20,14.020000457763672,2784.699951171875,2.6540000438690186,1343.300048828125,56.91999816894531
2019-02-21,14.460000038146973,2774.8798828125,2.687999963760376,1323.5,56.959999084472656
2019-02-22,13.510000228881836,2792.669921875,2.6549999713897705,1329.199951171875,57.2599983215332
2019-02-25,14.850000381469727,2796.110107421875,2.6730000972747803,1325.9000244140625,55.47999954223633
2019-02-26,15.170000076293945,2793.89990234375,2.635999917984009,1325.0999755859375,55.5
2019-02-27,14.699999809265137,2792.3798828125,2.693000078201294,1317.699951171875,56.939998626708984
2019-02-28,14.779999732971191,2784.489990234375,2.7109999656677246,1312.800048828125,57.220001220703125
2019-03-01,13.569999694824219,2803.68994140625,2.755000114440918,1296.4000244140625,55.79999923706055
2019-03-04,14.630000114440918,2792.81005859375,2.7219998836517334,1284.800048828125,56.59000015258789
2019-03-05,14.739999771118164,2789.64990234375,2.7219998836517334,1282.0,56.560001373291016
2019-03-06,15.739999771118164,2771.449951171875,2.691999912261963,1284.9000244140625,56.220001220703125
2019-03-07,16.59000015258789,2748.929931640625,2.635999917984009,1283.800048828125,56.65999984741211
2019-03-08,16.049999237060547,2743.070068359375,2.625,1297.0,56.06999969482422
2019-03-11,14.329999923706055,2783.300048828125,2.6429998874664307,1288.800048828125,56.790000915527344
2019-03-12,13.770000457763672,2791.52001953125,2.6050000190734863,1296.300048828125,56.869998931884766
2019-03-13,13.40999984741211,2810.919921875,2.6110000610351562,1307.5,58.2599983215332
2019-03-14,13.5,2808.47998046875,2.630000114440918,1293.4000244140625,58.61000061035156
2019-03-15,12.880000114440918,2822.47998046875,2.5929999351501465,1301.800048828125,58.52000045776367
2019-03-18,13.100000381469727,2832.93994140625,2.6019999980926514,1300.300048828125,59.09000015258789
2019-03-19,13.5600004196167,2832.570068359375,2.614000082015991,1305.0,59.029998779296875
2019-03-20,13.90999984741211,2824.22998046875,2.5350000858306885,1300.5,59.83000183105469
2019-03-21,13.630000114440918,2854.8798828125,2.5369999408721924,1306.0999755859375,59.97999954223633
2019-03-22,16.479999542236328,2800.7099609375,2.4549999237060547,1311.5999755859375,59.040000915527344
2019-03-25,16.329999923706055,2798.360107421875,2.4200000762939453,1321.9000244140625,58.81999969482422
2019-03-26,14.680000305175781,2818.4599609375,2.4140000343322754,1314.300048828125,59.939998626708984
2019-03-27,15.149999618530273,2805.3701171875,2.374000072479248,1309.9000244140625,59.40999984741211
2019-03-28,14.430000305175781,2815.43994140625,2.3889999389648438,1289.800048828125,59.29999923706055
2019-03-29,13.710000038146973,2834.39990234375,2.4140000343322754,1293.0,60.13999938964844
2019-04-01,13.399999618530273,2867.18994140625,2.496999979019165,1288.4000244140625,61.59000015258789
2019-04-02,13.359999656677246,2867.239990234375,2.4809999465942383,1290.0,62.58000183105469
2019-04-03,13.739999771118164,2873.39990234375,2.5169999599456787,1289.9000244140625,62.459999084472656
2019-04-04,13.579999923706055,2879.389892578125,2.51200008392334,1289.0,62.099998474121094
2019-04-05,12.819999694824219,2892.739990234375,2.500999927520752,1290.4000244140625,63.08000183105469
2019-04-08,13.180000305175781,2895.77001953125,2.5190000534057617,1297.0999755859375,64.4000015258789
2019-04-09,14.279999732971191,2878.199951171875,2.499000072479248,1303.5,63.97999954223633
2019-04-10,13.300000190734863,2888.2099609375,2.4769999980926514,1309.0999755859375,64.61000061035156
2019-04-11,13.020000457763672,2888.320068359375,2.503999948501587,1288.5999755859375,63.58000183105469
2019-04-12,12.010000228881836,2907.409912109375,2.559999942779541,1290.5999755859375,63.88999938964844
2019-04-15,12.319999694824219,2905.580078125,2.552999973297119,1286.800048828125,63.400001525878906
2019-04-16,12.180000305175781,2907.06005859375,2.5920000076293945,1272.5999755859375,64.05000305175781
2019-04-17,12.600000381469727,2900.449951171875,2.5920000076293945,1272.199951171875,63.7599983215332
2019-04-18,12.09000015258789,2905.030029296875,2.559999942779541,1271.9000244140625,64.0
2019-04-22,12.420000076293945,2907.969970703125,2.5899999141693115,1273.5,65.69999694824219
2019-04-23,12.279999732971191,2933.679931640625,2.569999933242798,1269.300048828125,66.30000305175781
2019-04-24,13.140000343322754,2927.25,2.5220000743865967,1275.5,65.88999938964844
2019-04-25,13.25,2926.169921875,2.5339999198913574,1275.800048828125,65.20999908447266
2019-04-26,12.729999542236328,2939.8798828125,2.505000114440918,1284.9000244140625,63.29999923706055
2019-04-29,13.109999656677246,2943.030029296875,2.5360000133514404,1278.5999755859375,63.5
2019-04-30,13.119999885559082,2945.830078125,2.509000062942505,1282.800048828125,63.90999984741211
2019-05-01,14.800000190734863,2923.72998046875,2.510999917984009,1281.4000244140625,63.599998474121094
2019-05-02,14.420000076293945,2917.52001953125,2.552000045776367,1269.699951171875,61.810001373291016
2019-05-03,12.869999885559082,2945.639892578125,2.5309998989105225,1279.199951171875,61.939998626708984
2019-05-06,15.4399995803833,2932.469970703125,2.5,1281.699951171875,62.25
2019-05-07,19.31999969482422,2884.050048828125,2.447999954223633,1283.5,61.400001525878906
